,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta (3Y Monthly),52-Week Change,S&P500 52-Week Change,52 Week High,52 Week Low,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Avg Vol (10 day),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,"Shares Short (Jan 31, 2019)","Short Ratio (Jan 31, 2019)","Short % of Float (Jan 31, 2019)","Short % of Shares Outstanding (Jan 31, 2019)","Shares Short (prior month Dec 31, 2018)",Forward Annual Dividend Rate,Forward Annual Dividend Yield,Trailing Annual Dividend Rate,Trailing Annual Dividend Yield,5 Year Average Dividend Yield,Payout Ratio,Dividend Date,Ex-Dividend Date,Last Split Factor (new per old),Last Split Date
WTS,2770000000.0,2890000000.0,22.39,18.64,2.45,1.77,3.12,1.85,12.04,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0798,0.1226,0.0707,0.1454,1560000000.0,45.62,0.057999999999999996,656500000.0,240300000.0,124800000.0,3.64,,204100000.0,6.01,353400000.0,39.79,2.07,26.14,169400000.0,135390000.0,1.51,0.031,0.027999999999999997,93.35,61.17,72.97,75.21,128450.0,139020.0,27650000.0,27250000.0,0.011200000000000002,0.9881,655280.0,5.82,0.0279,0.0193,637790.0,0.84,0.0105,0.82,0.0102,1.08,0.2253,2019-03-15 00:00:00,2018-11-29 00:00:00,1.38811771238,1999-10-19 00:00:00
WTT,34320000.0,34050000.0,,,,0.65,1.04,0.65,6.76,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0341,0.0566,0.0392,-0.0509,52730000.0,2.54,0.11599999999999999,19260000.0,5030000.0,-1800000.0,-0.09,-0.145,3770000.0,0.18,3080000.0,9.37,1.93,1.56,2300000.0,6090000.0,0.23,-0.2417,0.027999999999999997,2.56,1.4,1.67,1.76,21910.0,19370.0,21060000.0,18090000.0,0.1523,0.2686,26360.0,1.33,0.0015,0.0013,21090.0,,,,,,0.0,,2005-11-02 00:00:00,0.5,1996-05-29 00:00:00
WTTR,1050000000.0,1110000000.0,25.94,12.44,0.6,0.71,0.92,0.75,4.88,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0274,0.0655,0.0605,0.07200000000000001,1470000000.0,13.83,1.58,159430000.0,226890000.0,40360000.0,0.38,17.750999999999994,13050000.0,0.16,66180000.00000001,5.79,2.51,10.68,125980000.0,-142120000.0,,-0.3817,0.027999999999999997,17.86,6.05,8.35,10.4,633530.0,383500.0,80660000.0,63300000.0,0.023,0.8083,5300000.0,9.61,0.1175,0.0497,5820000.0,,,,,,0.0,,,,
WTW,2040000000.0,3460000000.0,8.75,8.73,0.3,1.36,,2.31,8.3,2017-12-30 00:00:00,2018-09-29 00:00:00,0.1624,0.2483,0.1722,,1500000000.0,22.77,0.13,692650000.0,416590000.0,242930000.0,3.48,0.568,226430000.0,3.39,1750000000.0,,1.08,-12.65,292110000.0,184790000.0,1.39,-0.5967,0.027999999999999997,105.73,27.1,32.58,54.76,2410000.0,2690000.0,66840000.0,45990000.0,0.0902,0.9108,10360000.0,3.14,0.4207,0.155,4280000.0,,,,,,0.0,2013-10-11 00:00:00,2013-09-25 00:00:00,,
WU,7870000000.0,10330000000.0,9.54,8.92,3.45,1.41,,1.85,7.45,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1524,0.2007,0.0769,,5590000000.0,12.37,-0.026000000000000002,2290000000.0,1390000000.0,851900000.0,1.87,,973400000.0,2.21,3430000000.0,,0.18,-0.7,821300000.0,-21990000.0,0.8,-0.112,0.027999999999999997,21.37,16.42,17.87,18.31,5440000.0,7460000.0,441200000.0,439700000.0,0.0029,1.0417,27210000.0,5.52,0.0779,0.0617,29280000.0,0.8,0.044800000000000006,0.76,0.0426,3.26,0.4064,2019-03-29 00:00:00,2019-03-14 00:00:00,,
WUBA,10260000000.0,10060000000.0,34.1,21.7,0.69,,3.14,,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1627,0.0,0.0483,0.0957,,,0.332,9140000000.0,,,2.03,1.056,,,,3.61,1.24,22.04,,,1.41,-0.1341,0.027999999999999997,89.9,50.3,61.7,64.1,878770.0,532170.0,148140000.0,98230000.0,0.0478,0.7381,1690000.0,2.18,,0.0114,1420000.0,,,,,,0.0,,,,
WVE,1240000000.0,910520000.0,,-11.7,,105.87,10.23,77.8,-6.64,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-12.1274,-0.3369,-0.9688,11700000.0,0.41,2.417,-75610000.0,-137170000.0,-139610000.0,-4.89,,210490000.0,7.14,,,1.85,3.62,-12800000.0,13660000.0,0.51,-0.2534,0.027999999999999997,56.0,32.25,38.88,44.46,300950.0,162900.0,33410000.0,13800000.0,0.2731,0.8513,2900000.0,6.02,0.1486,0.0983,2830000.0,,,,,,0.0,,,,
WVFC,29630000.0,194830000.0,11.29,,,4.07,0.88,26.73,,2018-06-30 00:00:00,2018-12-31 00:00:00,0.3647,0.5047,0.0075,0.0791,7290000.0,4.03,0.07200000000000001,6970000.0,,2660000.0,1.4680000000000002,0.73,4970000.0,2.79,170070000.0,,,18.74,,,1.01,0.0562,0.027999999999999997,17.9,12.25,15.4018,15.4571,1910.0,2270.0,1790000.0,1230000.0,0.25670000000000004,0.2221,256.0,0.21,0.0002,0.0001,255.0,0.4,0.0248,0.32,0.0189,1.51,0.2177,2019-02-21 00:00:00,2019-02-08 00:00:00,0.5,1998-05-26 00:00:00
WVVI,36640000.0,52360000.0,16.47,,,1.68,1.29,2.41,10.24,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1487,0.1654,0.0386,0.0737,21760000.0,4.38,0.062,12880000.0,5120000.0,2220000.0,0.45,0.027000000000000003,10940000.0,2.2,8470000.0,17.83,5.6,5.72,1600000.0,-6380000.0,0.19,-0.0866,0.027999999999999997,8.55,6.66,7.05,7.5,4520.0,8780.0,4960000.0,3720000.0,0.25,0.1066,3090.0,1.2,0.0007,0.0006,7960.0,,,,,,0.0,,,,
WVVIP,36070000.0,41070000.0,11.09,,,1.66,0.87,1.89,8.03,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1487,0.1654,0.0386,0.0737,21760000.0,4.38,0.062,12880000.0,5120000.0,2220000.0,0.448,0.027000000000000003,10940000.0,2.2,8470000.0,17.83,5.6,5.72,1600000.0,-6380000.0,0.48,-0.006,0.027999999999999997,5.25,4.376,4.896,4.838,341.0,666.0,4960000.0,3720000.0,0.0025,0.0,,,,,,0.22,0.0447,,,,,2018-12-31 00:00:00,2018-12-06 00:00:00,,
WWD,6030000000.0,7020000000.0,29.45,18.43,1.35,2.4,3.67,2.8,15.38,2018-09-30 00:00:00,2018-12-31 00:00:00,0.0842,0.1287,0.0613,0.1394,2510000000.0,40.7,0.389,622520000.0,456490000.0,211240000.0,3.3,1.69,71630000.0,1.15,1190000000.0,72.93,1.96,26.45,386540000.0,169820000.0,1.5,0.3017,0.027999999999999997,97.39,68.4,82.78,79.45,344960.0,394830.0,62080000.0,56280000.0,0.0943,0.7639,1020000.0,2.44,0.0167,0.0165,1220000.0,0.65,0.006999999999999999,0.57,0.006,0.71,0.1727,2019-03-05 00:00:00,2019-02-15 00:00:00,0.5,2008-02-15 00:00:00
WWE,6730000000.0,6610000000.0,77.03,27.56,1.14,7.24,21.29,7.11,43.44,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1071,0.1301,0.1151,0.3499,930160000.0,12.0,0.28800000000000003,321000000.0,152250000.0,99590000.0,1.12,7.564,359140000.0,4.6,213900000.0,67.64,1.33,4.05,186720000.0,158080000.0,1.54,1.4082,0.027999999999999997,97.69,34.69,82.0,79.71,1040000.0,894050.0,43740000.0,42210000.0,0.0188,1.1789,7750000.0,8.89,0.2553,0.0994,8029999.999999999,0.48,0.0055000000000000005,0.48,0.0055,2.35,0.4286,2019-03-25 00:00:00,2019-03-14 00:00:00,,
WWR,10630000.0,9500000.0,,,,,0.49,,-0.87,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0,0.0,-0.5567,-1.1528,,,,-3430000.0,-10890000.0,-35680000.0,-0.769,,1990000.0,0.03,,,1.32,0.29,-11650000.0,2290000.0,0.99,-0.7941,0.027999999999999997,0.86,0.13,0.1518,0.1955,667430.0,1200000.0,74400000.0,74330000.0,0.0009,0.0193,420350.0,0.75,0.0151,0.0063,375400.0,,,,,,0.0,,,12.0,2016-03-08 00:00:00
WWW,3350000000.0,4190000000.000001,34.2,15.03,3.66,1.5,3.17,1.87,17.94,2017-12-30 00:00:00,2018-09-29 00:00:00,0.0449,0.0902,0.0539,0.0967,2240000000.0,24.08,-0.039,923400000.0,233800000.0,98400000.0,1.03,1.534,228100000.0,2.4,662500000.0,62.37,2.65,11.14,119200000.0,124220000.0,1.12,0.2881,0.027999999999999997,39.77,27.93,34.38,35.39,657190.0,989730.0,94840000.0,92090000.0,0.031,0.9306,2670000.0,4.83,0.0334,0.0281,3100000.0,0.4,0.0104,0.3,0.0076,0.94,0.29100000000000004,2019-05-01 00:00:00,2019-03-29 00:00:00,0.5,2013-11-04 00:00:00
WY,19310000000.0,25420000000.0,26.13,24.64,6.15,2.58,2.13,3.4,13.66,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1001,0.1838,0.0486,0.0834,7480000000.0,9.91,-0.10300000000000001,1880000000.0,1860000000.0,748000000.0,0.99,,334000000.0,0.45,6650000000.0,73.47,0.83,12.12,1110000000.0,534380000.0,1.91,-0.2659,0.027999999999999997,38.39,20.52,24.91,28.4,5980000.0,6100000.0,746520000.0,744570000.0,0.0026,0.7948000000000001,10930000.0,1.98,0.0145,0.0146,11260000.0,1.36,0.0531,1.32,0.0516,3.69,1.3333,2019-03-22 00:00:00,2019-02-28 00:00:00,0.5,2010-07-20 00:00:00
WYND,4560000000.0,9550000000.0,4.74,8.82,5.09,0.88,,1.84,7.48,2017-12-31 00:00:00,2018-09-30 00:00:00,0.1918,0.2046,0.0761,12.843,5180000000.0,51.76,0.046,2660000000.0,1280000000.0,777000000.0,9.87,-0.439,164000000.0,1.68,5180000000.0,,3.68,-5.28,678000000.0,-3060000000.0,1.54,-0.1399,0.027999999999999997,55.54,33.55,41.16,40.79,851110.0,699080.0,97450000.0,95790000.0,0.0302,0.9397,3220000.0,3.53,,0.0291,3390000.0,1.64,0.0353,2.06,0.0443,2.5,0.2725,2018-12-28 00:00:00,2018-12-13 00:00:00,0.451467268623,2018-06-01 00:00:00
WYNN,14050000000.0,20530000000.0,23.66,16.67,1.42,2.09,7.73,3.06,11.67,2018-12-31 00:00:00,2018-12-31 00:00:00,0.087,0.1802,,0.6223,6720000000.0,63.06,-0.001,2630000000.0,1760000000.0,584180000.0,5.46,-0.031,1950000000.0,18.11,8930000000.0,579.9,,16.7,,,1.29,-0.2182,0.027999999999999997,202.48,90.06,117.77,119.75,2680000.0,1900000.0,108740000.0,91340000.0,0.09699999999999999,0.7556,6200000.0,2.38,0.0667,0.057,5600000.0,3.0,0.0234,3.0,0.0234,2.56,0.5037,2019-02-26 00:00:00,2019-02-14 00:00:00,,
WYY,37940000.0,30920000.0,,22.65,-2.06,0.48,1.54,0.39,21.25,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.023,-0.0006,-0.0006,-0.0717,78850000.0,0.95,0.153,13690000.0,1450000.0,-1810000.0,-0.022,,3950000.0,0.05,318810.0,1.29,1.15,0.29,-1070000.0,-139510.0,0.54,-0.0638,0.027999999999999997,0.66,0.4,0.4294,0.4691,103290.0,58030.0,83760000.0,66019999.99999999,0.07769999999999999,0.2402,17270.0,0.17,0.0003,0.0002,104320.0,,,,,,0.0,,,80.0,1996-08-23 00:00:00
X,4160000000.0,5370000000.0,3.84,9.34,0.63,0.29,1.0,0.38,3.65,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0786,0.067,0.057,0.2964,14180000000.0,80.27,0.17800000000000002,1870000000.0,1470000000.0,1120000000.0,6.25,2.7230000000000003,1000000000.0,5.77,2380000000.0,56.65,1.51,24.08,938000000.0,-230250000.0,3.45,-0.4642,0.027999999999999997,47.64,17.09,21.5,25.57,9580000.0,8600000.0,173220000.0,172020000.0,0.0106,0.7070000000000001,15420000.0,1.45,0.0878,0.08900000000000001,11850000.0,0.2,0.0087,0.2,0.0087,0.93,0.032,2019-03-08 00:00:00,2019-02-12 00:00:00,,
XAN,333900000.0,1710000000.0,,10.08,3.06,6.58,0.6,33.77,,2017-12-31 00:00:00,2018-09-30 00:00:00,0.2988,0.4992,0.0093,0.0283,50730000.0,1.63,0.38,41940000.0,,-9400000.0,-0.4,-0.5379999999999999,50720000.0,1.62,1420000000.0,253.93,4.85,17.94,47320000.0,,0.26,0.2002,0.027999999999999997,12.09,8.61,10.45,10.98,162040.0,104320.0,31230000.0,30260000.0,0.0282,0.7304,858190.0,5.5,0.0285,0.0271,876990.0,0.7,0.0653,0.35,0.0326,11.96,,2019-01-25 00:00:00,2018-12-28 00:00:00,4.0,2015-09-01 00:00:00
XBIO,18810000.0,17760000.0,,,,2.51,1.67,2.37,-14.94,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.1621,-0.1608,-0.05,-0.1166,7500000.0,0.84,,7430000.0,-1190000.0,-1220000.0,-0.14,,1610000.0,0.17,,,1.74,1.2,-584770.0,574680.0,1.46,0.0375,0.027999999999999997,8.95,1.37,1.98,2.5,45250.0,32070.0,9400000.0,3380000.0,0.6463,0.0114,23180.0,0.6,0.0058,0.0025,27020.0,,,,,,0.0,,,33.0,2016-06-01 00:00:00
XBIT,305900000.0,286840000.0,,,,,6.52,,-14.36,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,0.0,-0.2334,-0.3905,,,,,-19980000.0,-22280000.0,-0.64,,20850000.0,0.58,,,9.26,1.31,-18230000.0,-10700000.0,0.02,0.8046,0.027999999999999997,10.7,2.13,6.74,4.6,144190.0,136000.0,35820000.0,20080000.0,0.4355,0.1347,1100000.0,11.57,0.044000000000000004,0.0307,875810.0,,,,,,0.0,,,,
XEC,7320000000.0,7670000000.0,11.18,12.0,0.51,3.23,2.37,3.38,5.56,2017-12-31 00:00:00,2018-09-30 00:00:00,0.287,0.3633,0.0972,0.2396,2270000000.0,24.18,0.276,1390000000.0,1380000000.0,640680000.0,6.83,0.623,863950000.0,9.21,1490000000.0,49.18,1.69,32.24,1500000000.0,-346970000.0,1.72,-0.2134,0.027999999999999997,103.91,55.62,72.34,81.41,1350000.0,1200000.0,95760000.0,91730000.0,0.0166,1.0356999999999998,4500000.0,3.34,0.0538,0.047,5630000.0,0.72,0.0096,0.58,0.0077,0.47,0.0703,2019-03-01 00:00:00,2019-02-14 00:00:00,,
XEL,27810000000.0,43900000000.0,21.92,19.46,3.1,2.41,2.28,3.81,11.85,2018-12-31 00:00:00,2018-12-31 00:00:00,0.1093,0.1703,,0.1068,11540000000.0,22.58,0.03,4160000000.0,3700000000.0,1260000000.0,2.47,0.136,240000000.0,0.47,16500000000.0,135.64,,23.7,,,0.28,0.2334,0.027999999999999997,54.19,41.99,51.04,49.7,4150000.0000000005,3460000.0,514020000.0,512540000.0,0.0021,0.7779,12930000.0,3.28,0.0255,0.0252,16079999.999999998,1.52,0.0283,1.52,0.0283,3.29,0.6154,2019-01-20 00:00:00,2018-12-27 00:00:00,0.5,1998-06-02 00:00:00
XELA,618730000.0,1960000000.0,,37.09,,0.39,,1.24,10.31,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0869,0.0332,0.019,,1570000000.0,8.27,0.132,323180000.0,189730000.0,-140770000.0,-0.74,,40690000.0,0.27,1370000000.0,,0.93,-0.62,51890000.0,85570000.0,0.96,-0.222,0.027999999999999997,7.34,3.39,3.92,5.1,100070.0,64720.0,151650000.0,27310000.0,0.5205,0.4496,1450000.0,13.85,0.0351,0.0095,3120000.0,,,,,,0.0,,,,
XELB,25420000.0,34890000.0,,,,0.78,0.23,1.07,5.87,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.2711,0.1302,0.0188,-0.0848,32540000.0,1.77,0.048,31710000.0,5950000.0,-8820000.0,-0.49,2.897,8640000.0,0.52,20530000.0,20.51,1.67,6.05,7060000.0,4410000.0,2.16,-0.5846,0.027999999999999997,3.5,1.0,1.33,1.91,48010.0,20250.0,18280000.0,4810000.0,0.4653,0.1995,5000.0,0.17,0.0011,0.0003,13350.0,,,,,,0.0,,,520.0,2011-09-29 00:00:00
XENE,199400000.0,103630000.0,,-4.22,-0.08,12462.4,2.01,6477.0,-2.8,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-2352.0625,-0.266,-0.4403,16000.0,0.0,,191000.0,-37040000.0,-31500000.0,-1.79,,127130000.0,5.04,14890000.0,13.39,29.34,3.94,-34320000.0,-20960000.0,1.78,1.1442,0.027999999999999997,15.92,3.6,7.89,9.74,141480.0,63300.0,25240000.0,17450000.0,0.077,0.6959000000000001,158850.0,1.32,0.0134,0.0063,209160.0,,,,,,0.0,,,,
XENT,1040000000.0,914690000.0,,-60.71,-2.22,9.87,8.66,8.69,-43.16,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.2,-0.2173,-0.107,-0.18,105220000.0,3.5,0.105,80800000.0,-21190000.0,-21040000.0,-0.7,,104020000.0,3.4,,,7.54,3.92,-11120000.0,-4780000.0,0.37,-0.0465,0.027999999999999997,42.95,25.09,28.88,28.87,278300.0,318920.0,30560000.0,25190000.0,0.0306,1.0593,1460000.0,4.93,0.0564,0.04769999999999999,1460000.0,,,,,,0.0,,,4.0,2014-07-11 00:00:00
XERS,263450000.0,108850000.0,,-3.09,,123.63,2.15,51.08,-2.27,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-22.6368,,,2130000.0,0.29,2.424,1550000.0,-48040000.0,-48810000.0,-6.64,,131040000.0,6.28,31640000.0,33.26,16.53,4.58,-47040000.0,,,?%,0.027999999999999997,27.98,9.21,15.26,19.84,122890.0,789850.0,26770000.0,13980000.0,0.0658,0.4861,709480.0,16.27,0.0361,0.034,908590.0,,,,,,0.0,,,,
XFLT,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,-0.1253,0.027999999999999997,10.77,6.96,8.3,9.04,36730.0,16450.0,,,0.1244,0.111,13370.0,0.43,0.0018,0.0016,2240.0,0.83,0.0981,,,,1.725,2019-03-01 00:00:00,2019-02-14 00:00:00,,
XGTI,6730000.0,10460000.0,,-0.92,-0.02,0.16,0.61,0.25,-0.68,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.5859,-0.4421,-0.3101,-1.2861,41590000.0,2.58,-0.18,17820000.0,-15360000.0,-24370000.0,-1.515,,1210000.0,0.07,5630000.0,57.26,1.33,0.57,-7170000.0,4310000.0,0.06,-0.7462,0.027999999999999997,1.48,0.22,0.3591,0.4274,116710.0,55670.0,19180000.0,9580000.0,0.0988,0.06570000000000001,538430.0,4.98,0.0314,0.0288,673150.0,,,,,,0.0,,,10.0,2016-12-16 00:00:00
XHR,2170000000.0,3200000000.0,20.46,28.37,,2.08,1.23,3.07,11.87,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0993,0.1144,0.024,0.0611,1040000000.0,9.59,0.079,290290000.0,269700000.0,102800000.0,0.94,-0.20600000000000002,114640000.0,1.02,1130000000.0,62.85,1.66,15.69,238380000.0,218630000.0,1.31,-0.0271,0.027999999999999997,25.9,16.47,18.3,20.87,559580.0,370230.0,112560000.0,112280000.0,0.0022,0.8210999999999999,1180000.0,2.15,0.0147,0.0105,1610000.0,1.1,0.0591,1.1,0.0578,,1.1702,2019-01-15 00:00:00,2018-12-28 00:00:00,,
XIN,324690000.0,3080000000.0,4.38,,,0.15,0.45,1.39,8.09,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0335,0.166,0.0322,0.1169,2210000000.0,34.72,0.491,607480000.0,380100000.0,74010000.0,1.15,1.153,780810000.0,12.81,3470000000.0,457.87,1.25,11.1,,,1.81,-0.1751,0.027999999999999997,6.37,3.6,4.66,4.33,153880.0,221650.0,64420000.0,29830000.0,0.0,0.0117,513120.0,3.57,,0.006999999999999999,665580.0,0.4,0.0794,0.4,0.0794,6.5,0.1739,2019-03-12 00:00:00,2019-02-25 00:00:00,,
XLNX,30400000000.0,28480000000.0,36.45,31.43,1.91,10.34,11.52,9.68,26.18,2018-03-31 00:00:00,2018-12-29 00:00:00,0.2853,0.3284,0.1152,0.3355,2940000000.0,11.64,0.337,1780000000.0,1090000000.0,838980000.0,3.29,,3470000000.0,13.7,1740000000.0,66.14,4.38,10.42,1050000000.0,715070000.0,1.24,0.7258,0.027999999999999997,120.5,62.54,102.55,85.99,3450000.0,3330000.0,253160000.0,252740000.0,0.0018,0.8981,4680000.0,1.13,0.0209,0.018500000000000003,5880000.0,1.44,0.0123,1.43,0.012,2.28,0.4347,2019-02-21 00:00:00,2019-02-05 00:00:00,0.5,1999-12-28 00:00:00
XLRN,2160000000.0,1640000000.0,,-20.1,,155.94,6.08,118.15,-14.57,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-8.375,-0.20199999999999999,-0.3307,13880000.0,0.3,0.081,-12530000.0,-112580000.0,-112060000.0,-2.45,,307970000.0,6.67,,,21.68,6.91,-86670000.0,-56150000.0,1.08,0.004,0.027999999999999997,59.59,32.53,42.91,48.67,501550.0,357950.0,51530000.0,39490000.0,0.1568,0.976,3870000.0,5.31,0.1168,0.08380000000000001,4320000.0,,,,,,0.0,,,,
XNCR,1900000000.0,1780000000.0,,-20.44,,38.9,3.56,36.49,-29.63,2017-12-31 00:00:00,2018-09-30 00:00:00,-1.1340000000000001,-1.2924,-0.08,-0.1344,48750000.0,0.94,3.096,-36060000.0,-60020000.0,-55280000.0,-1.07,,271600000.0,4.83,,,5.51,9.47,-69730000.0,-80910000.0,1.15,0.3672,0.027999999999999997,48.38,24.14,35.38,37.85,178230.0,126180.0,56230000.0,45600000.0,0.135,0.8558,2770000.0,14.58,0.1338,0.0493,3040000.0,,,,,,0.0,,,,
XNET,250650000.0,-66200000.0,,,,0.95,0.67,-0.25,-9.98,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0112,-0.0176,-0.0059,-0.0254,263930000.0,3.95,0.011000000000000001,84010000.0,6640000.0,-9460000.0,-0.05,,331340000.0,4.93,,,3.83,5.56,,,2.34,-0.7054,0.027999999999999997,15.92,3.13,3.45,5.97,399060.0,1440000.0,67200000.0,31590000.0,0.0099,0.2319,858420.0,2.67,,0.0108,843760.0,,,,,,0.0,,,,
XOG,687000000.0,2140000000.0,,15.64,0.72,0.76,0.41,2.37,5.69,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.0095,-0.0673,-0.0103,-0.0046,902170000.0,5.17,0.583,441620000.0,375690000.0,-28590000.0,-0.16,,274060000.0,1.56,1420000000.0,72.07,0.85,9.5,643590000.0,-552660000.0,1.45,-0.6936,0.027999999999999997,17.42,3.14,4.22,7.83,3870000.0,4300000.0,175700000.0,102710000.0,0.0646,1.0063,21780000.0,6.0,0.1741,0.1236,32360000.0,,,,,,0.0,,,,
XOM,332730000000.0,372290000000.0,16.09,14.49,1.2,1.15,1.75,1.28,7.49,2018-12-31 00:00:00,2018-12-31 00:00:00,0.0718,0.1083,,0.1095,290210000000.0,67.96,0.06,68140000000.0,49730000000.0,20840000000.0,4.88,-0.284,5670000000.0,1.34,40040000000.0,20.34,,44.96,,,0.98,0.0312,0.027999999999999997,87.36,64.65,73.09,78.05,14940000.0,12820000.0,4240000000.0,4230000000.000001,0.0009,0.557,26800000.0,2.07,0.0063,0.0063,30090000.0,3.28,0.04190000000000002,3.23,0.0413,3.47,0.6619,2019-03-11 00:00:00,2019-02-08 00:00:00,0.5,2001-07-19 00:00:00
XOMA,123440000.0,112790000.0,,-10.85,-0.43,13.76,103.8,12.57,-8.03,2017-12-31 00:00:00,2018-09-30 00:00:00,-1.2986,-1.5697,-0.1836,-4.467,8970000.0,1.08,-0.975,44810000.0,-14040000.0,-11230000.0,-1.35,,28430000.0,3.39,22030000.0,1911.02,5.37,0.14,-15160000.0,-27680000.0,2.28,-0.4394,0.027999999999999997,29.29,11.02,13.16,14.99,68500.0,62950.0,8680000.0,6090000.0,0.0727,0.5689,1120000.0,20.98,0.1652,0.1286,1140000.0,,,,,,0.0,,,20.0,2016-10-18 00:00:00
XON,1270000000.0,1060000000.0,,-7.79,-0.18,6.53,2.02,5.43,-7.45,2017-12-31 00:00:00,2018-09-30 00:00:00,-1.0088,-0.9013,-0.1166,-0.3733,194420000.0,1.53,-0.295,24990000.0,-141780000.0,-196140000.0,-1.55,,247290000.0,1.8,183880000.0,33.1,3.36,3.93,-121180000.0,-59660000.0,2.14,-0.3876,0.027999999999999997,20.16,6.21,7.76,11.48,1540000.0,956300.0,159800000.0,60450000.0,0.18170000000000008,0.8692,33350000.0,19.34,0.4846,0.2087,30200000.0,,,,,,0.0,2015-06-12 00:00:00,,,
XONE,185820000.0,172960000.0,,-380.0,-0.27,3.12,3.07,2.91,-14.31,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.2806,-0.2889,-0.1194,-0.2449,59530000.0,3.69,0.044000000000000004,14840000.0,-12090000.0,-16700000.0,-1.03,,10710000.0,0.66,1590000.0,2.64,1.77,3.72,-5670000.0,-3910000.0,3.31,0.3345,0.027999999999999997,11.49,5.73,8.57,8.32,129330.0,211470.0,16300000.0,10180000.0,0.4016,0.2434,2680000.0,30.48,0.239,0.16440000000000002,2540000.0,,,,,,0.0,,,,
XOXO,,,0.0,,,,,,,,,,,,,,,,150030000.0,,,,,,,,,,,,,,,,35.83,17.49,34.99,32.69,389380.0,,,,,,,,,,,,,,,,,,,,
XPER,1120000000.0,1480000000.0,,10.68,0.49,3.42,2.08,4.51,13.88,2017-12-31 00:00:00,2018-09-30 00:00:00,-0.2356,-0.0282,-0.0052,-0.1583,328500000.0,6.7,-0.182,367420000.0,106680000.0,-77410000.0,-1.58,,105440000.0,2.18,481570000.0,88.88,7.36,11.13,130130000.0,-45410000.0,-0.35,0.0893,0.027999999999999997,24.25,12.08,21.07,16.59,519630.0,506330.0,48420000.0,47530000.0,0.0197,1.0186,4870000.0,11.18,0.1136,0.1006,4480000.0,0.8,0.035,0.8,0.0351,2.58,,2018-12-19 00:00:00,2018-11-27 00:00:00,,
XPL,16600000.000000002,4060000.0,,,,33.06,0.59,8.1,-1.52,2017-12-31 00:00:00,2018-09-30 00:00:00,0.0,-5.3805,-0.0566,-0.0966,502000.0,0.01,,,-2680000.0,-2850000.0,-0.049,,12650000.0,0.22,,,94.84,0.48,-1360000.0,-1010000.0,1.65,-0.4031,0.027999999999999997,0.53,0.19,0.282,0.318,44370.0,34270.0,58230000.0,52470000.0,0.1623,0.0553,20390.0,0.65,0.0004,0.0004,28380.0,,,,,,0.0,,,,
